"trip_time_in_secs","trip_distance","count"
640,2,71
550,1,125
560,0,16
1065,2,18
1009,3,17
742,4,12
1152,3,12
1305,3,7
862,1,25
629,2,80
1107,2,14
1144,2,12
930,2,39
1000,2,31
422,0,51
1313,4,10
1113,2,20
1166,2,12
478,0,27
1127,2,15
1097,3,20
1036,1,12
995,1,14
1058,3,21
1005,3,20
438,3,11
944,2,43
873,2,50
524,0,30
1123,3,14
734,3,28
1039,1,8
1133,3,12
962,3,24
990,3,24
737,1,45
1133,2,13
1098,2,19
1267,6,15
617,4,3
551,3,11
1084,7,6
1188,4,13
1244,5,5
1084,1,4
1213,3,12
1446,4,9
1261,2,9
1142,4,14
753,5,9
661,2,74
902,2,37
557,0,19
687,1,86
1053,6,8
890,1,26
986,3,27
1136,3,16
488,0,38
851,3,35
929,6,8
898,1,21
777,1,38
710,2,66
834,2,47
801,3,22
826,2,54
1074,3,15
915,5,12
1189,2,12
545,2,62
1195,4,11
767,4,14
636,1,97
1204,2,7
403,3,4
837,2,44
972,3,27
1302,4,9
926,1,14
1289,2,8
977,3,29
1055,5,11
180,0,8978
874,3,25
670,0,8
336,0,105
960,1,795
399,1,152
432,0,58
1206,2,8
909,4,8
1033,2,30
1317,2,10
1110,2,17
457,0,41
44,0,23
506,0,28
1159,2,9
1151,2,12
692,2,71
471,3,9
890,6,9
876,2,52
927,4,6
1093,6,3
1285,4,11
844,1,24
677,4,8
830,6,5
16,0,20
1095,2,22
1010,1,5
461,0,43
1166,4,10
1027,5,12
708,1,66
1123,4,14
1246,4,5
1028,3,27
506,3,10
1106,2,11
875,2,42
1200,3,855
629,1,85
1261,5,4
814,4,11
1180,3,13
824,1,34
1151,3,26
722,2,60
1024,3,23
1230,7,4
513,0,26
726,1,57
1079,1,7
831,1,31
838,2,53
887,1,20
994,4,11
792,2,55
1287,2,8
791,3,22
1008,2,34
788,2,58
835,2,36
14,0,28
593,3,22
1053,2,32
977,2,23
470,0,33
1234,5,12
607,2,60
612,0,13
630,0,8
878,3,31
293,0,132
267,0,165
1204,5,13
976,1,12
169,1,25
1336,5,6
922,2,34
103,0,72
803,5,5
531,3,10
714,1,66
778,4,9
833,4,17
1044,2,22
433,2,35
243,1,71
387,0,78
905,2,43
902,1,15
994,3,21
909,2,37
634,1,96
343,0,101
1010,2,32
975,2,33
929,3,24
1037,4,11
1132,3,12
1040,2,25
734,1,59
484,2,39
895,3,22
560,2,63
1268,2,10
453,2,37
1169,2,6
962,2,34
809,2,68
858,2,55
1147,9,6
567,3,16
617,2,72
448,2,44
1421,3,8
919,6,7
1079,3,23
96,0,67
381,2,7
359,2,14
1380,8,116
1299,2,5
976,2,22
882,1,8
939,1,17
965,2,25
611,1,113
849,2,52
766,3,37
235,0,195
1101,2,24
957,1,14
1275,3,13
623,3,20
1084,2,27
1052,1,9
589,0,12
784,2,70
1059,3,16
899,3,15
946,1,13
833,1,39
820,1,28
945,5,11
804,1,41
989,1,12
908,1,26
1052,3,22
1020,3,1410
794,2,62
971,2,35
429,0,43
1014,2,23
1051,1,4
1069,5,8
831,2,46
1087,5,10
886,2,46
388,2,20
653,3,20
867,2,53
777,2,68
607,1,114
781,1,65
891,1,23
1177,8,6
1059,5,7
246,1,64
925,2,34
696,3,30
463,2,63
519,3,8
700,2,59
717,1,64
472,0,38
589,3,11
1268,9,9
1200,5,365
595,4,4
931,1,13
2460,6,9
20,0,22
968,3,28
503,0,18
896,2,38
711,3,27
616,4,5
923,1,17
1245,4,11
1179,5,10
385,0,74
844,4,14
779,3,25
1003,3,15
401,0,60
682,2,72
510,0,27
929,2,36
980,1,11
611,2,70
526,0,13
1110,3,13
859,1,28
856,2,42
330,2,9
900,2,2594
656,3,31
93,0,62
364,2,17
726,4,11
577,2,51
941,2,45
870,1,16
825,4,9
963,4,14
465,3,4
1001,3,14
984,4,13
926,3,16
770,2,63
1264,3,18
1278,3,6
517,2,47
414,1,179
822,2,47
668,2,76
932,3,20
1193,3,19
799,3,34
808,3,25
993,4,19
1,0,34
587,2,73
1265,3,10
380,0,76
944,3,34
1017,4,17
761,1,43
386,2,16
420,3,149
950,5,15
814,3,21
19,0,10
962,4,12
1136,8,7
423,0,43
1084,6,9
1093,2,17
42,0,22
333,2,11
441,0,51
1101,3,21
1125,3,15
1115,3,21
533,4,5
150,1,11
1222,4,9
729,3,28
436,0,48
943,3,22
785,2,54
502,0,23
481,0,25
816,2,49
642,2,64
1122,2,16
1197,2,14
886,4,14
107,0,67
1186,2,7
1033,1,14
995,2,33
730,2,63
983,2,25
1113,3,16
1260,3,691
1080,1,306
888,2,40
771,3,28
841,5,3
451,0,47
762,2,63
324,2,5
993,1,14
1238,3,13
936,5,7
850,5,12
1273,2,8
985,4,11
1124,2,10
1049,1,4
633,3,18
83,0,47
768,1,43
1018,6,4
783,1,47
5,0,37
665,0,4
1128,6,6
688,2,74
883,2,45
990,4,13
1129,2,6
869,1,23
190,0,137
1130,3,12
631,0,8
873,4,12
1105,6,6
960,3,1460
413,2,22
706,3,25
948,3,30
1041,2,20
865,3,23
804,3,24
869,5,9
791,4,19
492,0,31
1025,3,22
374,0,71
685,2,76
1072,2,14
726,3,27
945,3,30
522,0,23
686,2,79
521,2,48
873,3,24
1269,2,10
1214,2,9
1344,5,7
652,0,7
1312,2,10
1306,3,10
45,0,26
1112,5,5
997,5,9
515,3,10
1090,4,12
1218,4,12
1188,3,13
1021,3,17
1078,2,16
902,3,26
761,2,68
564,0,15
649,3,20
823,1,40
1050,4,12
785,1,39
1114,7,8
1067,3,15
815,2,45
981,2,34
237,1,63
1130,5,8
978,2,29
840,3,1667
906,2,38
1180,2,17
940,2,27
927,2,38
464,0,33
221,1,50
672,1,81
1668,3,8
86,0,49
959,4,13
1130,2,18
1023,3,21
1220,2,7
1001,2,31
1162,3,13
978,1,13
162,1,18
802,5,7
826,5,4
933,2,34
676,2,57
855,2,49
857,1,19
583,0,12
734,2,51
861,2,48
1081,2,21
874,2,55
805,2,44
814,1,35
1193,7,5
1238,2,6
769,1,47
751,3,30
969,2,36
1065,1,5
1222,3,10
701,3,25
986,2,33
1142,3,15
979,1,10
1277,2,9
1073,5,11
69,0,26
1016,2,22
829,1,31
1083,2,21
177,1,16
1299,3,5
841,3,18
1114,3,27
986,1,10
15,0,25
1023,4,13
370,2,18
750,5,5
641,0,16
287,1,112
698,1,71
414,2,31
899,1,25
658,4,5
1160,2,8
933,4,13
639,3,22
65,0,33
803,4,15
608,3,15
303,2,7
1328,3,7
473,0,42
1197,5,6
1015,2,21
760,2,66
667,4,11
1070,2,16
797,3,26
622,3,23
955,5,10
903,2,49
1118,4,14
1011,1,8
443,2,30
442,0,36
840,4,764
203,1,44
763,4,11
537,0,10
821,2,41
649,0,10
728,4,12
888,1,23
218,1,42
938,1,12
372,2,17
1416,3,4
993,3,22
817,2,55
828,1,26
1265,5,3
1348,3,4
736,3,34
165,0,163
987,2,42
1002,8,5
750,3,34
1287,3,9
1128,3,13
1157,4,10
1138,2,17
1300,3,9
985,6,3
780,3,1632
1288,2,10
888,3,18
52,0,23
1385,3,6
1739,12,4
988,8,8
782,5,10
607,0,8
1312,3,10
1246,5,9
812,2,55
932,1,11
249,1,62
1224,2,3
521,0,29
220,1,45
1049,2,22
1216,2,7
1145,2,16
829,2,57
694,4,8
1156,2,13
1073,2,15
893,8,3
1247,4,9
1033,3,18
1158,3,18
816,1,31
1270,2,3
733,3,32
1099,3,18
739,4,11
1059,1,13
1061,5,5
1147,3,25
909,1,13
1347,3,13
865,2,55
997,2,24
997,1,12
1175,2,12
997,3,24
1167,4,8
1038,2,28
969,3,33
1040,3,26
1012,5,8
621,2,74
971,1,7
1222,2,12
1069,3,16
1263,2,6
1111,3,21
1117,6,3
1071,1,6
1292,3,12
1092,6,9
1095,3,26
1272,2,10
1202,2,4
1082,4,10
1083,1,5
1304,4,6
893,2,35
1230,2,6
429,3,8
568,2,71
930,4,17
759,2,68
1072,3,19
1268,3,14
871,2,48
809,1,36
707,4,6
950,4,9
1265,2,11
1123,5,10
876,1,29
925,1,17
924,3,29
547,0,25
789,1,35
544,2,66
1126,2,16
672,0,9
906,3,26
153,0,129
1066,2,10
770,1,53
1229,3,14
1255,6,11
258,1,96
1165,6,4
748,3,30
3,0,49
633,1,104
1135,3,9
753,2,68
490,0,28
267,1,87
603,3,19
939,3,26
938,6,8
358,0,84
669,2,65
1065,3,18
1021,1,14
596,2,67
868,1,22
1035,5,4
928,1,14
376,0,90
535,0,18
694,3,19
845,0,6
475,0,28
772,3,20
968,2,38
1243,3,11
966,3,21
1006,2,27
1068,3,23
1246,3,11
1118,5,5
1107,3,19
763,3,33
713,4,6
745,2,61
270,2,4
628,0,15
1121,3,23
494,3,10
1392,5,10
651,0,6
915,2,31
1007,2,22
1020,1,512
1135,4,5
1337,4,5
1163,2,12
1297,3,11
999,1,6
860,4,12
108,0,68
744,3,25
1036,3,19
1085,3,24
988,2,34
910,2,28
497,3,7
980,3,31
1380,4,349
1032,2,33
1050,2,28
756,1,44
967,2,27
1020,2,1570
1388,3,6
974,4,8
43,0,29
1153,2,16
1165,3,17
996,2,24
1459,4,8
911,1,20
1290,3,10
1120,5,5
1980,5,29
1073,4,6
1070,3,18
1043,6,6
1005,2,36
1076,2,29
905,1,16
1008,1,13
1371,2,5
1332,3,7
1051,3,13
1106,4,12
772,1,41
1042,1,12
1148,5,9
1134,3,17
1286,3,11
1088,3,18
1161,4,6
1199,5,10
1167,3,13
893,1,19
1281,2,7
604,3,19
1740,2,22
1293,3,11
407,2,20
802,2,59
1288,5,5
1324,2,3
778,2,61
1138,3,13
1089,3,20
931,2,35
874,4,17
1047,4,15
789,0,4
901,1,14
1228,3,7
1551,3,6
1315,5,6
1054,3,16
606,3,16
384,2,23
836,3,24
1246,2,8
186,1,19
604,2,59
1452,8,5
251,1,63
160,1,9
56,0,15
292,1,114
1185,3,16
869,2,52
505,3,9
1235,2,6
879,3,24
775,5,5
923,8,5
491,3,11
1414,3,12
183,1,24
952,8,6
1469,6,6
79,0,43
557,3,14
700,3,27
444,2,43
50,0,13
54,0,24
535,4,6
1259,6,9
87,0,59
861,3,16
11,0,18
508,2,48
502,2,48
340,2,11
320,2,11
366,2,19
597,3,16
632,0,9
499,2,55
426,2,30
528,0,18
539,0,15
464,2,56
611,4,6
448,0,41
548,0,18
738,3,25
753,4,12
691,3,28
1419,3,8
1191,3,24
1203,5,7
652,3,20
1126,6,8
991,2,24
1215,3,9
1229,2,9
796,1,30
549,0,23
1355,7,7
935,3,25
1007,6,5
616,3,16
1439,5,5
375,2,18
682,5,4
1184,6,9
952,2,40
744,1,49
1396,10,6
1045,7,3
591,2,68
374,2,25
716,4,12
1335,2,3
431,0,39
874,1,24
785,3,26
1145,5,12
921,6,6
898,2,30
1500,16,26
1276,2,6
1117,3,18
949,2,29
896,4,7
988,1,14
683,0,11
1031,3,16
1315,3,7
1111,2,21
1112,2,19
1040,1,7
1089,2,14
1079,2,15
1253,5,6
532,0,14
1299,4,8
1283,2,6
863,2,50
1340,3,12
960,6,277
558,3,11
758,3,33
399,2,28
598,0,13
1026,3,17
919,1,17
800,4,12
451,2,43
551,0,15
1147,7,7
507,2,47
584,2,67
954,1,11
627,3,14
909,3,26
1295,5,7
152,1,23
635,6,5
358,2,12
1367,3,9
626,2,76
1196,3,16
1131,3,9
766,1,64
615,3,14
917,2,51
452,2,41
1004,5,10
471,0,29
860,3,22
1133,5,18
1045,2,19
463,3,6
1007,1,17
908,2,44
1163,3,11
1110,6,12
655,0,8
767,2,50
537,3,9
276,1,103
1324,3,15
1274,3,10
481,3,9
756,3,29
1008,3,23
1008,5,6
694,0,4
792,1,35
904,1,17
580,3,17
774,3,33
1034,2,21
423,2,40
508,3,8
676,5,3
395,2,16
1178,4,11
859,8,3
520,0,24
1492,4,4
999,8,6
635,3,19
1015,8,9
1023,2,25
917,3,25
834,3,30
1362,3,6
790,5,3
964,2,32
363,2,13
594,3,15
1357,3,8
1140,2,897
1002,1,9
650,3,14
722,3,23
890,5,5
1258,3,11
754,3,20
763,2,46
910,5,9
993,5,10
721,3,33
1137,3,20
1155,2,9
1221,2,12
1225,2,9
1559,9,3
593,0,17
563,3,10
1077,3,16
1740,3,58
940,3,27
742,1,44
894,2,48
806,0,6
486,0,21
807,2,43
534,3,12
929,4,15
1249,5,7
1168,5,8
400,2,28
731,4,6
1194,3,16
1331,2,7
918,1,17
565,3,16
443,0,40
712,3,19
904,5,10
1146,1,6
1562,6,3
1108,3,17
1242,2,9
1176,4,11
848,4,17
983,3,19
878,1,12
889,4,10
1233,3,15
1035,1,5
527,3,14
1056,3,26
959,1,10
1268,4,10
1440,5,215
653,1,104
1492,3,5
799,4,11
1204,3,15
1042,2,23
639,4,8
914,4,19
494,0,28
739,3,27
1250,2,11
833,3,34
764,3,29
1343,5,8
641,3,29
871,3,37
1240,3,9
1175,3,21
1253,2,8
1049,3,23
1412,5,6
158,1,8
1045,3,25
974,2,29
1146,2,19
783,8,3
700,4,7
1730,10,3
1331,3,3
1006,6,8
1044,3,17
519,2,57
199,0,183
1200,10,110
1159,3,18
269,2,7
1232,9,3
1059,2,21
880,4,13
698,4,6
1494,3,8
1327,3,8
1200,2,591
1382,3,5
910,1,24
1365,4,6
738,2,70
1189,3,17
1235,3,9
1425,3,6
496,0,22
1089,4,10
1221,7,6
1136,4,12
877,4,13
720,3,1527
64,0,20
1141,4,10
971,3,21
800,3,33
1184,3,12
179,1,13
591,3,14
1493,11,3
784,1,41
922,4,10
903,1,16
1036,6,8
1404,3,5
1044,1,7
419,2,24
960,4,798
827,4,8
1250,7,5
931,4,9
904,3,29
529,3,11
1048,9,3
840,5,367
657,3,25
857,3,25
1371,4,8
1288,10,9
597,0,10
1071,6,4
1081,9,5
1043,2,28
382,2,24
714,4,11
927,1,18
674,3,25
507,3,13
378,0,82
1370,5,3
893,3,27
48,0,11
866,2,50
1131,4,12
987,3,18
85,0,54
1047,2,22
1119,3,11
892,1,14
1513,4,8
92,0,54
1152,4,13
1560,3,169
1149,4,7
919,3,21
724,3,20
855,1,14
1183,4,14
1151,4,9
979,6,6
1143,2,12
1081,1,6
973,1,9
1104,2,7
1001,1,14
1250,5,8
1631,12,3
1488,4,8
1101,4,10
1057,3,31
1056,1,12
844,3,26
961,1,12
1044,5,9
1047,6,3
658,1,81
1002,3,21
807,3,31
975,5,7
1411,3,5
749,1,46
1211,6,7
1134,2,18
542,2,51
1383,7,3
796,3,25
746,2,61
1216,8,3
1526,5,3
1362,4,9
644,3,19
277,2,5
425,2,35
159,1,12
1035,2,20
356,2,18
673,3,27
544,3,12
1290,2,5
185,1,33
897,4,6
987,4,9
843,6,8
823,0,3
1485,3,6
536,3,9
1271,4,6
782,3,28
1306,2,13
938,3,26
361,2,20
1417,8,3
695,4,6
717,3,23
598,3,12
512,3,9
1381,3,6
798,3,26
1208,2,5
589,2,50
305,2,10
961,3,20
640,0,4
1133,7,6
820,2,46
1336,4,11
967,3,19
816,6,7
1142,2,20
1376,3,11
850,2,44
953,2,33
546,0,10
482,2,43
1034,7,3
1050,5,12
1171,4,10
1725,9,3
1417,4,5
767,3,31
496,3,9
940,5,5
1198,5,7
1166,3,11
745,4,14
1171,2,14
1111,4,11
780,4,617
451,3,4
944,1,12
643,4,11
965,3,28
1257,2,17
1214,4,6
950,1,19
434,2,36
1231,6,8
971,4,12
645,3,15
1320,3,505
636,3,16
1321,10,5
921,2,35
1161,1,4
1174,3,12
610,4,7
1323,8,3
350,2,21
1126,4,8
1053,3,22
1289,3,6
622,4,13
646,0,9
789,4,15
1350,3,3
502,3,15
168,1,12
1104,4,12
1021,2,22
1194,4,16
377,2,18
1154,8,3
958,2,31
1118,3,18
967,5,9
367,2,22
226,1,58
592,3,17
777,4,13
1154,2,11
897,2,42
172,1,17
679,4,12
192,1,24
937,3,16
471,2,42
1980,8,26
970,4,16
854,4,5
794,1,22
1092,3,17
954,6,6
1024,2,29
941,8,5
603,0,10
1421,8,5
1125,2,14
943,4,15
870,4,12
600,4,252
780,8,52
1183,2,13
1593,4,5
600,0,848
1473,5,6
306,2,9
663,3,18
1164,4,12
1086,4,12
558,4,6
1211,9,6
1605,4,4
201,1,26
605,2,68
1128,5,10
1535,5,8
724,2,58
1291,5,6
1180,4,9
1114,5,9
793,3,34
1361,4,7
1196,4,7
708,3,27
1013,2,37
1565,10,4
1515,2,4
967,1,13
1277,4,7
771,5,3
1472,3,6
795,2,55
1016,3,17
1046,1,5
610,2,68
1056,2,22
1709,7,3
1145,3,30
584,0,5
1062,2,24
732,2,53
1364,4,7
1205,2,13
1463,3,7
1365,6,8
1335,4,3
1309,4,7
414,0,59
1311,4,6
765,2,65
1547,6,6
1555,5,3
1554,8,6
1260,5,392
525,0,23
1053,4,18
1014,3,30
166,1,14
1106,5,9
1359,4,4
900,1,1150
82,0,49
1327,4,9
1280,3,8
804,2,48
1325,4,4
881,6,11
1291,3,15
699,2,68
61,0,33
723,3,30
530,3,13
136,1,4
1380,1,34
1140,4,612
1257,3,10
1233,4,7
57,0,27
1223,7,3
883,7,6
1330,3,13
581,0,11
1243,4,10
832,3,30
520,3,14
607,3,17
1580,5,4
997,4,14
737,5,6
51,0,19
1314,3,10
829,4,14
1412,3,6
1264,2,9
1278,4,9
1157,3,17
1082,1,4
1212,2,14
1225,3,15
1255,3,7
964,4,7
1162,2,11
955,1,14
1258,4,11
1128,4,13
871,4,11
1232,4,18
982,4,16
869,4,17
852,3,25
60,0,1875
309,2,5
822,4,7
1159,4,7
1227,8,5
1263,3,16
865,1,25
808,6,8
72,0,26
869,6,7
1172,4,11
1039,2,17
621,3,16
349,2,18
1434,2,7
1470,4,4
1310,6,10
853,7,7
337,2,4
1531,4,4
1502,4,4
609,0,12
1224,3,8
487,3,5
724,4,11
708,4,9
1319,2,5
1533,3,8
1295,4,8
1546,3,7
702,4,4
415,3,8
618,4,8
1083,3,15
764,4,13
773,5,5
1393,9,10
880,5,5
1255,2,3
1029,4,18
1146,3,19
949,6,7
938,2,33
623,0,8
1121,7,3
1186,5,10
1349,9,4
1053,9,7
80,0,50
241,1,53
1216,3,11
1440,3,310
1559,7,3
73,0,40
839,3,22
1204,4,10
155,1,9
71,0,28
574,3,16
1031,4,16
1025,2,32
84,0,50
819,3,26
153,1,10
1602,6,6
528,3,13
1212,3,17
13,0,22
879,5,14
975,3,22
765,4,8
149,1,7
1267,4,7
620,3,10
982,2,27
1057,5,11
1066,8,6
917,4,10
1085,2,18
736,2,67
1198,2,8
1465,4,7
903,3,26
1699,9,3
1040,6,6
969,1,7
1286,4,13
1110,4,10
741,2,69
1087,6,5
907,1,19
1301,3,9
1226,5,12
712,4,10
1219,3,10
1706,10,4
1003,4,11
1361,3,4
1068,8,4
37,0,16
1039,3,20
59,0,35
58,0,25
307,2,7
280,2,6
706,4,3
1000,1,13
1364,3,6
1111,5,8
1227,3,21
1216,5,8
0,0,965
191,1,27
1203,8,3
850,3,27
1468,2,7
925,4,14
681,5,5
1219,2,12
527,0,11
602,3,11
182,1,22
836,2,54
1039,5,8
908,4,14
1103,5,12
930,1,18
1011,5,9
839,6,7
1124,4,14
894,5,9
882,5,9
188,1,24
882,3,33
1160,3,13
1368,6,5
1279,3,7
1096,3,17
1313,3,12
9,0,26
1286,2,4
1031,1,3
847,5,13
836,4,18
1106,3,14
1614,3,6
1186,4,7
1340,4,6
1025,5,9
1137,2,9
1046,3,26
1149,3,14
749,3,18
803,1,32
839,4,13
990,7,5
1081,4,16
1003,5,5
866,4,6
668,6,4
32,0,16
1036,5,16
476,0,19
932,4,11
518,3,5
986,4,6
880,6,6
994,5,10
1432,4,5
1238,9,5
1276,4,9
660,5,204
867,4,16
733,6,3
1282,2,7
1140,3,1052
1307,8,7
699,4,7
748,4,10
950,3,15
831,4,7
586,3,11
914,5,18
1409,6,7
1338,6,3
1019,4,13
864,4,13
1104,3,18
918,3,23
822,5,7
759,7,5
907,5,8
985,5,9
506,2,46
1463,2,7
1542,10,5
647,3,13
1157,2,15
1074,2,15
1231,4,12
1015,1,14
915,3,28
1406,8,3
1723,6,3
943,7,9
958,3,23
810,4,14
1277,6,4
934,2,38
711,4,4
174,1,16
717,4,5
1386,5,8
1301,9,3
1680,4,106
1605,7,3
1195,2,10
875,5,7
501,3,15
690,4,8
801,5,7
394,2,22
1179,3,16
718,4,14
661,3,14
967,4,18
824,5,3
1135,9,8
1015,3,26
1226,4,6
1159,6,5
1048,4,15
1024,1,10
1229,4,7
523,3,9
1330,2,6
996,3,19
816,3,22
1388,2,5
1094,3,13
1120,4,12
921,4,18
790,3,28
29,0,23
1426,3,6
1589,8,3
911,4,20
904,7,7
1231,7,4
682,4,10
973,5,11
1337,2,7
1011,2,23
1083,6,3
1401,4,5
1155,4,10
1170,5,5
1201,5,7
1442,3,12
889,2,38
1215,2,6
355,2,14
932,6,9
820,4,10
662,4,3
141,1,8
858,5,4
762,4,7
1319,6,11
781,4,9
712,6,4
1270,4,7
1471,3,13
1233,2,5
1030,3,25
955,3,30
560,3,15
1443,3,3
204,1,30
1093,5,6
1409,7,7
851,1,28
1315,9,6
1270,10,5
800,6,4
1141,9,9
1077,5,6
985,1,15
1085,8,6
1258,2,6
1297,5,12
733,4,15
1080,2,1143
985,3,26
878,5,5
903,5,4
1183,3,12
1060,4,12
1102,3,21
1336,2,5
801,4,13
1455,4,6
1295,10,6
1214,3,13
1132,6,9
1354,6,8
1575,3,6
705,5,7
540,0,1367
874,8,3
652,4,7
1192,1,3
749,5,3
1214,6,5
1352,3,3
499,0,23
862,5,7
345,2,13
115,1,4
1372,5,11
1456,3,6
1156,7,4
1483,3,8
1100,2,18
1407,3,7
959,3,23
1210,5,11
343,2,11
1122,4,9
1165,2,7
495,3,7
1194,2,11
1063,3,21
331,2,14
21,0,10
1386,4,11
1196,6,5
934,4,14
972,6,4
968,5,11
782,6,6
1084,5,7
1293,9,5
1218,8,4
1290,4,8
853,4,18
1272,4,8
605,4,9
946,5,13
1468,5,3
461,3,12
910,3,22
812,5,5
667,3,28
1624,7,3
1122,3,15
1261,6,6
1160,10,4
1139,4,9
703,3,24
1920,5,50
640,4,6
1447,4,11
1435,5,8
996,7,5
728,5,7
1000,4,20
1255,5,5
1532,6,3
1225,6,7
1247,3,10
830,5,11
2040,8,30
797,5,7
773,3,33
1336,3,8
1429,2,3
1081,5,7
1078,5,6
1266,5,5
944,5,6
914,6,4
529,4,5
1076,5,11
598,4,3
1320,11,77
1147,2,13
1179,6,5
1333,2,6
725,6,3
1424,4,3
805,4,14
900,6,235
1148,2,13
1218,3,7
1467,4,7
1017,3,16
1500,4,238
1086,1,5
1253,3,8
1140,10,99
1293,2,3
579,3,18
1189,4,7
818,4,13
683,3,20
22,0,13
1145,4,9
736,1,70
1384,3,14
1090,3,16
960,5,465
931,3,27
1154,6,6
1144,3,21
1232,3,11
1027,8,3
795,1,35
998,6,8
981,5,4
860,1,29
1337,3,13
1181,6,8
344,2,13
816,5,9
1091,2,25
2100,10,23
943,1,14
433,0,45
1439,9,3
1284,5,5
955,2,34
1055,1,6
838,1,28
852,4,11
986,5,10
1267,3,4
1092,2,17
425,0,59
905,3,16
905,5,10
612,5,3
1455,2,6
782,1,41
1393,3,5
765,3,20
1424,3,10
1432,7,8
880,1,23
1334,4,6
1329,3,14
1373,3,6
1227,4,9
851,5,9
816,4,14
1120,3,19
823,5,7
1027,3,21
1243,8,3
375,3,4
1108,2,19
1254,3,12
1191,4,6
1411,7,5
881,5,5
1186,3,8
702,3,26
885,4,14
1244,3,14
161,1,13
1560,10,116
1069,2,8
759,5,7
820,3,34
1143,4,5
1052,2,16
1024,4,14
1519,3,9
1192,3,21
1326,8,3
820,5,6
809,3,28
1454,4,5
1160,4,13
742,3,19
1176,5,10
582,3,8
956,4,10
24,0,8
1172,3,11
509,0,20
1182,2,16
795,5,7
550,0,32
822,1,30
1259,2,4
1043,3,20
951,4,14
1196,2,8
999,4,18
993,2,22
1375,4,3
1019,1,11
928,3,24
1048,1,5
1088,2,22
1084,3,23
1150,2,7
1210,2,6
1054,1,9
1091,3,20
604,0,11
968,1,6
1259,3,14
975,1,10
1181,2,10
517,3,6
1500,5,156
2340,12,17
806,5,7
1020,4,777
1496,4,3
1227,2,6
1360,2,3
1437,6,5
812,6,4
780,1,2749
1258,5,7
648,4,7
1009,8,3
554,0,15
1125,5,9
766,6,4
962,1,9
982,3,20
1139,5,10
989,4,14
2160,7,21
1038,4,16
1262,4,4
1153,3,19
1218,10,5
637,0,9
1387,7,5
515,0,26
701,4,6
1002,2,34
1079,4,9
1137,5,10
1376,4,8
1174,2,5
952,1,11
947,6,7
90,0,56
1303,3,11
1213,7,5
963,3,24
1085,4,13
1004,4,11
1135,2,15
1169,4,12
562,0,12
781,5,8
1304,3,13
1109,4,8
1139,3,12
1138,4,10
794,4,13
969,6,5
391,2,18
941,5,6
952,3,23
1124,6,5
53,0,24
1354,3,10
1168,3,9
1322,2,3
952,5,3
1202,4,9
687,5,6
534,0,17
1680,11,72
1096,4,11
552,3,11
1256,4,10
1005,1,7
1073,1,6
556,3,16
812,4,11
1099,7,3
130,1,6
804,5,9
1369,3,11
969,4,13
991,4,13
951,5,6
1164,8,4
1131,2,17
1174,4,12
1209,3,9
1210,3,11
360,2,835
1113,5,14
1207,5,11
824,3,21
768,4,8
863,4,14
1016,4,20
816,7,5
1367,2,5
872,5,5
828,3,23
1076,4,13
327,2,6
1319,3,8
882,6,5
880,3,32
600,5,98
1190,2,13
606,0,8
1511,3,9
1401,5,4
1478,10,4
855,5,9
1686,4,3
692,0,6
894,4,7
1493,9,5
936,1,14
870,6,7
1016,1,7
1311,2,7
1202,9,3
1300,5,4
659,3,22
788,4,15
1207,3,17
1287,9,7
1534,12,3
1530,10,3
1860,9,43
802,4,17
1296,4,4
67,0,25
1800,6,53
565,0,11
624,5,3
925,3,26
892,4,11
720,4,518
978,3,17
1036,2,19
773,4,10
905,4,11
973,6,8
635,0,8
1121,6,7
840,9,35
1067,9,3
448,3,7
1140,0,44
746,5,7
453,3,10
734,4,11
1046,5,9
1257,5,11
1632,7,3
1380,5,273
1920,12,39
664,4,8
3300,19,10
1800,10,64
1388,4,6
879,4,13
1487,7,3
1390,5,7
1192,6,6
614,0,8
880,2,34
1226,6,4
1007,4,14
1163,4,8
957,8,3
1037,1,9
1037,5,4
365,2,9
1182,5,8
570,3,15
33,0,21
1454,7,5
1007,3,25
613,3,14
1107,4,11
300,2,293
634,4,9
1404,4,5
838,4,16
1262,8,4
1324,6,8
321,2,4
154,1,8
1236,4,10
1015,5,6
626,0,10
1358,3,8
881,4,11
379,2,24
26,0,14
826,4,15
571,3,12
853,5,6
542,0,22
1329,4,5
268,2,5
541,3,7
1650,3,3
1251,2,10
998,4,15
1500,15,23
163,1,17
1387,5,3
1866,4,3
146,1,11
934,3,21
954,4,10
963,6,5
66,0,33
1052,6,7
956,6,8
953,3,17
1433,2,3
738,4,7
531,0,16
1270,3,16
989,7,6
1342,4,10
579,0,16
1064,4,7
6,0,33
1500,10,134
796,4,14
1645,10,4
780,5,311
1507,3,8
1550,3,7
1056,4,8
1344,2,3
1245,3,21
1475,6,3
1379,4,7
822,3,26
953,1,17
1050,3,24
571,0,19
1403,4,11
653,0,7
1162,6,9
1028,5,5
1242,3,20
1132,5,6
304,2,6
1254,4,11
1009,1,8
866,3,28
1066,1,5
1213,5,5
925,5,10
1076,6,8
1254,2,8
1597,9,4
1098,4,9
1121,5,7
1187,4,9
1586,4,3
1301,4,5
690,0,9
1081,6,4
1026,1,7
845,3,27
1353,3,5
1027,4,11
1077,4,13
1499,3,6
1153,6,4
1234,7,7
1075,6,11
1461,3,11
1407,4,8
632,4,7
1421,2,3
1619,4,7
733,5,6
